serviceLoopAbbrv,vesselCode,vesselName,lloydsNumber,flagCountry,yearBuilt,callSign
JKN,QTM,JPO LIBRA,9297840,Liberia,2005,A8GU7
JKN,SQR,KOTA EKSPRES,9644990,Liberia,0,D5CB9
JKN,RSV,MAERSK GARONNE,9235579,France,0,9V6222
JKN,RSU,MAERSK MAKUTU,9318319,Hong Kong,0,VROX8
JKN,QBF,MAJD,9323027,Qatar,2007,A7HR
JKN,RKF,MERKUR FJORD,9620607,Malta,0,9HA3340
JKN,QLX,MERKUR OCEAN,9620619,Malta,2013,9HA3417
JKN,QLI,MOL DAYLIGHT,1111111,Singapore,2007,1111
JKN,QM4,MOL SPRING,9321897,Cyprus,0,C4VG2
JKN,RTT,MOL SUMMER,0321902,Cyprus,0,C4VF20
JKN,NTP,MOL TREASURE,9773222,Panama,0,3EUO7
JKN,QDO,NAVIOS DELIGHT,9352406,Marshall Islands,2008,V7PR9
JKN,QRT,NAVIOS DESTINY,9352418,Marshall Islands,2008,V7PS5
JKN,RJT,NAVIOS MIAMI,9445588,Liberia,2009,A8UL6
JKN,TPE,NEOKASTRO,9999996,Liberia,0,xxxxx
JKN,TBG,NEOKASTRO,9400215,Liberia,0,A8SE6
JKN,RCU,NORDWINTER,9323041,Cyprus,2008,CQEQ8
JKN,QDV,NYK FURANO,9487952,Singapore,2010,9V8740
JKN,QEA,NYK FUSHIMI,9487964,Singapore,0,9V8741
JKN,QEB,NYK FUTAGO,9487524,Singapore,2011,9V8739
JKN,RZY,NYK GALAXY,9326756,Germany,2006,DDFD2
JKN,RVI,NYK LYTTELTON,999996,Liberia,2007,A8MH2
JKN,CIH,QING YUN HE,9214513,China,2000,BOMW
JKN,Q60,RDO FORTUNE,9623673,Malta,2012,D5RZ3
JKN,NWC,RIO MADEIRA,9348106,Singapore,0,9VJZ6
JKN,NMW,RIO NEGRO,9357975,Singapore,2008,9V8402
JKN,CIJ,RUI YUN HE,99999996,Liberia,1999,A8IK5
JKN,RDD,SAFMARINE MERU,9311696,Hong Kong,0,VROX7
JKN,RSI,SAFMARINE MULANJE,9311701,Hong Kong,0,VROX6
JKN,RIS,SEASPAN EMINENCE,9407146,Hong Kong,2009,VRFN8
JKN,QAD,SEASPAN FRASER,9351608,Hong Kong,2010,VRHB2
JKN,RQL,SEASPAN OSAKA,9486116,Hong Kong,2010,VRHO2
JKN,QDT,SSL BRAHMAPUTRA,9238806,India,2003,AWWX
JKN,RUR,SUNNY OASIS,99999996,Panama,1995,3FBU5
JKN,CIL,TENG YUN HE,9223758,China,2000,BOTV
JKN,T49,THORSTAR,9253002,Liberia,2003,D51X4
JKN,QNW,VIRGO,9430765,Malta,2009,9HA5181
JKN,AOP,WADI BANI KHALID,9352391,Marshall Islands,2008,V7PK9
JKN,AXQ,WAN HAI 523,9400198,Singapore,2010,9V7188
JKN,T32,WHUTTHI BHUM,9308405,Singapore,2005,9V7222
JKN,S9D,X-PRESS ANGLESEY,9623843,LIBERIA,2014,D5HK2
JKN,NWB,X-PRESS MONTE ROSA,9305934,Liberia,2004,5LCM7
JKN,QPE,XIN CHANG SHA,9312559,China,2005,BPBS
JKN,RYG,XIN QING DAO,9270452,China,2003,BPAR
NAE,RCW,ACX DIAMOND,9360609,Singapore,2008,9VFL3
NAE,QBV,ALLISE P,9320685,Liberia,2007,A8JE7
NAE,RYL,ALS CERES,946471,Marshall Islands,2010,V7TC4
NAE,RIA,AMBASSADOR BRIDGE,9409027,Philippines,2009,DUBU
NAE,RXH,AMERICA,9285990,Cyprus,2004,P3XP9
NAE,REW,ANL WANGARATTA,9334167,Malta,2008,9HA4991
NAE,QA3,ANL WYONG,9334155,United Kingdom,0,9HA5013
NAE,SN4,ARAFURA,99999996,United Kingdom,1991, 
NAE,SN6,ARAMAC,9185401,Liberia,1999,ELWR2
NAE,SMA,ARIAKE,9294159,Cyprus, ,P3ZY9
NAE,RKP,ATHENS BRIDGE,9409053,Panama,2009,3FAQ3
NAE,CIG,BAI YUN HE,9203473,China,2000,BOMX
NAE,S81,BALTIC WEST,9409041,Marshall Islands,2009,V7A2515
NAE,QJ6,BALTIMORE,9313917,United Kingdom, ,OZCX2
NAE,RPN,BANGKOK BRIDGE,9463279,Panama,2010,3FTZ8
NAE,S11,BOSPORUS BRIDGE,9043768,Panama,1993,3FMV3
NAE,SNA,BUNGA PELANGI,900006,Malaysia,1991,9MBG2
NAE,Q4Q,CARL SCHULTE,9665683,Singapore,2014,9V2334
NAE,SOZ,CIELO D'AMERICA,9239733,Italy,2002,ICCV
NAE,RSR,CMA CGM BEIRA,9302956,Malta,2006,9HA2792
NAE,A3E,CMA CGM PERTH,9477787,Malta,2012,9HA5584
NAE,RHM,CMA CGM SYDNEY,9315953,Liberia,2007,9HA5567
NAE,SBK,CONTI HONG KONG,8808587,Marshall Islands,1989,V7DL9
NAE,CAT,COSCO DURBAN,9484297,Hong Kong,2012,VRKR5
NAE,RFG,CSCL BRISBANE,9290139,Hong Kong,2005,VRBJ9
NAE,Q6X,DONGJIN AUBE,9360283,South Korea,2005,D7OT
NAE,S40,EVER ABLE,9130609,Panama,1996,3FHA6
NAE,RS3,EVER PRIDE,9249233,Liberia,0,VQGH8
NAE,RSN,GRASMERE MAERSK,9193276,Singapore,0,9V3820
NAE,QJQ,HAMMONIA GALLICUM,9122394,Liberia,1996,D5CO7
NAE,Q70,HANJIN AQUA,9632480,Panama, ,3FIG
NAE,RTM,HANJIN DUESSELDORF,9999996,Marshall Islands,2009,XXXXX
NAE,RSA,HANJIN MILANO,9999996,Marshall Islands,2009,V7SG7
NAE,Q67,HANSA DUBURG,9535096,Portugal,2012,CQCF
NAE,QS9,HANSA PACIFIC,9105920,Germany, ,DHPD
NAE,SBJ,HANSA STAVANGER,9128465,Liberia,1997,ELWP7
NAE,QD6,HLL BALTIC,9105918,Germany, ,V2OE1
NAE,RJ1,ITAL FULGIDA,9999996,Italy,2007,ICGP
NAE,RVZ,ITAL LIBERA,9322475,Italy,2006,ICDK
NAE,RC6,KAGA,8616506,Panama,1988,3EXT4
NAE,SN3,KASUGA 1,7401837,Panama,1976,3EXP6
NAE,RLJ,KATSURAGI,8910419,Panama,1990,3EEG8
NAE,RPQ,KITANO,8914001,Panama,0,3EWP6
NAE,SIG,KOWLOON BAY,9280861,Liberia,2004,D5EZ6
NAE,REX,LARANNA RICKMERS,9999996,Singapore,2007,9V7548
NAE,SNY,LILA LONDON,9293454,Panama,2005,3EBR8
NAE,RRV,MAERSK DAUPHIN,9080613,United Kingdom, ,MSTM6
NAE,QJY,MAERSK DELLYS,99999996,Marshall Islands,2006,V7ZG9
NAE,RRR,MAERSK GAIRLOCH,9235567,United Kingdom,2003,OWDC2
NAE,RSV,MAERSK GARONNE,9235579,France,0,9V6222
NAE,RSD,MAERSK GATESHEAD,9235543,United Kingdom, ,VQBW2
NAE,RSE,MAERSK GIRONDE,9235555,Denmark,0,OZGQ2
NAE,QST,MAERSK LAUNCESTON,9294408,Liberia,0,A8FQ8
NAE,RSU,MAERSK MAKUTU,9318319,Hong Kong,0,VROX8
NAE,SIY,MAERSK TOBA,MAERSK TOBA,Greece,1982,SWLC
NAE,Q7D,MAERSK VIRGINIA,9235531,Hong Kong, ,VRMD3
NAE,QHS,MALIAKOS,9464247,Liberia,2011,A8YT7
NAE,QSA,MARE ARCTICUM,9213284,Gibraltar,2000,ZDKY3
NAE,RT6,MATTINA,9315915,Marshall Islands,2007,V7FQ4
NAE,QT9,MEREDA,9484510,Antigua and Barbuda,0,V2EY7
NAE,Q7X,MOL COSMOS,9388340,Panama, ,3ERV8
NAE,Q33,MOL EARNEST,9333840,Panama,2007,3EMD3
NAE,RRB,MOL ENTERPRISE,9261748,Panama,2003,HPTF
NAE,SUF,MOL ETERNITY,8610033,Singapore,1987,9VGW7
NAE,PMO,MOL EXPEDITOR,9251389,Panama,2003,HPJW
NAE,SED,MOL TRIUMPH,8705474,Liberia,1988,ELJO9
NAE,QD7,MSC CAROLE,8618308,Panama, ,3EUN6
NAE,RRS,MSC SIENA,99999996,Germany,2006, 
NAE,QPG,MSC TAMPICO,9317937,Liberia,2006,A8JE6
NAE,RMO,NAVIOS DORADO,9411111,Marshall Islands,2010,V7SX6999
NAE,S13,NEWPORT BRIDGE,9043756,Panama,1993,3FGH3
NAE,QQ5,NORTHERN PRACTISE,9450301,Liberia,2009,A8RX4
NAE,QJ1,NYK COSMOS,930563,Liberia,2006,ABCDE
NAE,QEA,NYK FUSHIMI,9487964,Singapore,0,9V8741
NAE,QEB,NYK FUTAGO,9487524,Singapore,2011,9V8739
NAE,RZY,NYK GALAXY,9326756,Germany,2006,DDFD2
NAE,SJL,NYK PRESTIGE,9070967,Germany,1994,DPTT
NAE,SAE,NYK PROSPERITY,9185413,Liberia,1999,ELXS4
NAE,SWS,ONE HARBOUR,9302152,Panama,2006,3EIQ5
NAE,RJU,OOCL DALIAN,9445526,Hong Kong,2009,VRFW9
NAE,QDL,OOCL NAGOYA,9445538,Hong Kong,2009,VRFX8
NAE,RCO,OOCL TEXAS,9329552,Hong Kong,2008,VRDP4
NAE,RDB,OOCL YOKOHAMA,9329538,Hong Kong,2007,VRDB3
NAE,SII,P&O NEDLLOYD,0210098,Liberia, ,abcdefg1
NAE,SJN,P&O NEDLLOYD OLINDA,9210050,Liberia,2000,ELZK6
NAE,SGB,P&O NEDLLOYD SOUTHAMPTON,9153850,United Kingdom, ,MXBC6
NAE,SEG,RIALTO BRIDGE,99999996,Germany,1996,DLCG
NAE,QE7,SAFMARINE MAFADI,9314210,United Kingdom, ,9VBB3
NAE,RDD,SAFMARINE MERU,9311696,Hong Kong,0,VROX7
NAE,RSI,SAFMARINE MULANJE,9311701,Hong Kong,0,VROX6
NAE,Q2Y,SEASPAN BEACON,9713337,Hong Kong,0,VROB9
NAE,RSK,SEASPAN CHIWAN,9224312,Hong Kong,2001,VRBH3
NAE,RNU,SEASPAN NEW YORK,9290115,Hong Kong,2005,VRBH7
NAE,RE4,SEATTLE C,9360910,Cyprus,2007,C4XC2
NAE,RQ8,SOPHIA BRITANNIA,9030723,Greece,1993,SYJP
NAE,QGD,STADT FREIBURG,9459278,Antigua and Barbuda,2010,V2EX3
NAE,RHP,TS KELANG,9315965,Panama,2007,V7A4552
NAE,QU1,VELA,9406180,Liberia,2009,D5VU9
NAE,RSH,VIKTORIA WULFF,9252101,Liberia,2006,A8KO3
NAE,SMZ,WEST GATE BRIDGE,8511184,Japan,1986,JKCF
NAE,Q6I,XIN QUAN ZHOU,9310032,China,2004,BPBM
SAS,VTK,ADAMS,9260914,Liberia,2002,D5DR5
SAS,QEW,AGNES RICKMERS,9999991,Liberia,2005,A8HN7-1
SAS,S4N,ANL WANDIN,9999996,Portugal,2003,999996
SAS,QVE,ANL WODONGA,999996,Marshall Islands, ,V7NF8
SAS,Q9X,ANL WOOLAMAI,9231793,Liberia, ,D5BC6
SAS,QMM,APL ARABIA,9196890,Liberia, ,A8CC4
SAS,QLA,APL KENNEDY,99999996,Singapore,1988,9VAY4
SAS,Q57,APL TURQUOISE,9082348,Singapore, ,9V9241
SAS,CIG,BAI YUN HE,9203473,China,2000,BOMX
SAS,Q4U,BRITAIN,9102318,Marshall Islands, ,V7JR8
SAS,Q8X,CALIFORNIA,9999996,Liberia, , 
SAS,CBF,CHUAN HE,9120798,China,1997,BOSN
SAS,RHM,CMA CGM SYDNEY,9315953,Liberia,2007,9HA5567
SAS,RA9,CMA CGM VERDI,9280653,Liberia,2004,D5CF6
SAS,T56,COSCO CHIWAN,8511316,Panama,1986,3ERG8
SAS,CBU,COSCO DALIAN,9999996,Panama,2005,3EAH9
SAS,CAT,COSCO DURBAN,9484297,Hong Kong,2012,VRKR5
SAS,CBM,COSCO FELIXSTOWE,9246401,United Kingdom,2002,2BOW3
SAS,CBL,COSCO HAMBURG,9221085,United Kingdom,2001,2BOX9
SAS,CBI,COSCO HONG KONG,9227778,United Kingdom,2002,2BOW2
SAS,CAU,COSCO ISTANBUL,9484340,Hong Kong,2012,VRKY2
SAS,CAV,COSCO JEDDAH,9484352,Hong Kong,2012,VRKX9
SAS,CBW,COSCO NEW YORK,9335185,Panama,2007,3ELZ8
SAS,CBK,COSCO ROTTERDAM,9221073,United Kingdom,2002,2BOK5
SAS,CBG,COSCO SHANGHAI,9221097,United Kingdom,2001,2BOS2
SAS,T55,COSCO SHEKOU,99999996,Panama,1986,3ESS8
SAS,CBX,COSCO XIAMEN,3003001,Panama,2005,xxxxx
SAS,STR,CSCL QINGDAO,99999996,Malta,2001,9HDU7
SAS,Q7Q,CSL MANHATTAN,9289556,Liberia, ,D5IC7
SAS,CDD,DA HE,9043639,China,1994,BOAY
SAS,RRH,EVER DIVINE,9134282,Singapore,1998,9V7956
SAS,QPI,EVER LENIENT,9604146,United Kingdom,2013,2HDF9
SAS,CDI,FEI HE,99999996,China,1993,BOAJ
SAS,RGU,HANJIN MUNDRA,9139490,Germany,1997,DQVH
SAS,SY0,HANJIN VANCOUVER,8820822,Cyprus,1990,P3BS8
SAS,CIF,HONG YUN HE,999999996,Liberia,1999, 
SAS,QPR,HYUNDAI FREEDOM,9112260,Panama,1996,3FFS6
SAS,QAZ,HYUNDAI LOYALTY,9393319,United Kingdom,2009,2BRH2
SAS,QQT,HYUNDAI OAKLAND,9385013,United Kingdom,2009,2CFV2
SAS,QDU,HYUNDAI PRIVILEGE,9625554,Libya,0,D5DY5
SAS,Q58,HYUNDAI UNITY,9330719,Panama,0,V7PX6
SAS,QFM,INTERASIA CATALYST,9439711,Singapore,2009,9V7844
SAS,CEE,JING HE,9120786,China,1997,BOUR
SAS,QLJ,KIEL EXPRESS,9229855,Bermuda,0,ZCEI7
SAS,SVP,KOTA KADO,9999996,Singapore, ,S6BH5
SAS,RXC,KOTA LANGSAR,9439735,Singapore,2010,9V8169
SAS,RWN,KOTA LATIF,9340764,Singapore,2006,9VBR6
SAS,QED,KOTA LAWA,9439709,Singapore,2008,9V7472
SAS,QMK,KOTA LAYANG,9439759,Singapore,2009,9V7337
SAS,REX,LARANNA RICKMERS,9999996,Singapore,2007,9V7548
SAS,SAA,LISBON,9248148,Portugal,2003,CQGZ
SAS,CBA,LU HE,9120748,China,1996,BOTP1
SAS,CDR,LUOBAHE,9139062,China,1997,BOSM1
SAS,RRR,MAERSK GAIRLOCH,9235567,United Kingdom,2003,OWDC2
SAS,RT6,MATTINA,9315915,Marshall Islands,2007,V7FQ4
SAS,T59,MOL INITIATIVE,8702915,Panama,1988,3ELL6
SAS,AON,NAVIOS MAGNOLIA,9332250,Panama,2008,HOLM
SAS,QH7,NORTHERN FAITH,9064877 ,Liberia,1994,D5BC2
SAS,QQ5,NORTHERN PRACTISE,9450301,Liberia,2009,A8RX4
SAS,RMJ,OOCL AMERICA,9102291,Hong Kong,1996,VRWE8
SAS,RHR,OOCL BRISBANE,9445502,Hong Kong,2009,VRFJ6
SAS,SAK,OOCL HARMONY,9143518,Antigua and Barbuda,1997,V2TQ
SAS,QHL,OOCL HONG KONG,9776171,Hong Kong,2017,VRQL9
SAS,QSV,OOCL MIAMI,9477892,Hong Kong,2013,VRLJ4
SAS,Q5R,OOCL OAKLAND,9367190,Hong Kong,2007,VRUO2
SAS,RQQ,OOCL SAVANNAH,9404871,Hong Kong,2010,VRGO8
SAS,Q7I,PRESIDENT TRUMAN,9538658,Liberia,2014,CQIW7
SAS,Q59,RDO FAVOUR,9623661,Liberia,2012,D5RZ4
SAS,Q60,RDO FORTUNE,9623673,Malta,2012,D5RZ3
SAS,T67,SANTA ELENA I,99999996,Liberia,1995,A8IR6
SAS,Q56,SANTA REBECCA,9227302,Germany, ,DPGZ
SAS,TAZ,SC ROTTERDAM,9224348,Marshall Islands, ,11111
SAS,QFR,SCT CHILE,9999996,Marshall Islands, ,V7NF8
SAS,CDE,SHAN HE,9043641,China,1994,BOAZ
SAS,RYE,SINGAPORE EXPRESS,9200809,Greece,2000,SYHB
SAS,CIA,SKY RIVER,8320793,Panama,1984,3FJO9
SAS,QHK,SNL COLOMBO,9999996,Liberia,2004,9X9996
SAS,QMF,SYNERGY OAKLAND,9450583,Hong Kong,2009,5BKE5
SAS,Q48,TALASSA,9290787,Portugal,2005,CQDD
SAS,CDH,TENG HE,9067570,China,1994,BOAI
SAS,CAA,TIAN BAO HE,9390616,China,2009,BQBG
SAS,RHP,TS KELANG,9315965,Panama,2007,V7A4552
SAS,RSH,VIKTORIA WULFF,9252101,Liberia,2006,A8KO3
SAS,AYI,WAN HAI 306,9237084,Singapore,0,S6DT7
SAS,CIK,XIANG YUN HE,9223746,Malta,1999,9HVH7
SAS,RYJ,XIN CHI WAN,9304772,China,2004,BPBC
SAS,RT8,XIN CHONG QING,9262118,China,2003,BPBH
SAS,R8L,XIN LIAN YUN GANG,9234355,China,2003,BPAT
SAS,QG7,XIN PU DONG,9270440,China,2003,BPAP
SAS,RYG,XIN QING DAO,9270452,China,2003,BPAR
SAS,RUV,XIN TIAN JIN,9234343,China,2003,BPAQ
SAS,RW0,XIN YAN TAI,9304801,China,2005,BPBF
SAS,RUS,XIN YAN TIAN,9234367,China,2004,BPBA
SAS,RXY,XIN YANG ZHOU,9262120,China,2004,BPBI
SAS,RIF,YM ANTWERP,9443580,Hong Kong,2008,VRET5
SAS,SXM,YM NEW JERSEY,9387097,Panama,2006, 
SAS,CBB,YUE HE,9120750,China,1996,BOUS
SAS,CDC,ZHEN HE,9043627,China,1994,BOAQ
SAS,CDF,ZHONG HE,9067556,China,1994,BOAG
WSA,TMF,ANTHEA Y,9710244,Liberia,2015,D5IS7
WSA,TNV,AREOPOLIS,9222467,Liberia,2000,ELYA7
WSA,R6K,ARKADIA,9226815,Liberia,2001,A8ET4
WSA,P48,AS FABRIZIA,9395135,Portugal,2008,CQIU3
WSA,R7K,AS FELICIA,9395020,Portugal,2006,QIYT5
WSA,Q3U,AS FIORELLA,9395111,Portugal,2007,CQIU2
WSA,RYM,CMA CGM MANTA RAY,9322499,Malta,2007,9HA5683
WSA,RUP,CMA CGM MARLIN,9322463,Italy,2006,9HA5569
WSA,SXV,CONTI CHIVALRY,9293791,Portugal,2006,CQIB5
WSA,SVO,CONTI CONQUEST,9293818,Portugal,2005,CQIF4
WSA,T94,COSCO INDONESIA,9448786,Hong Kong,2010,VRHE3
WSA,T82,COSCO KOREA,9448750,Hong Kong,2010,VRGH3
WSA,CBW,COSCO NEW YORK,9335185,Panama,2007,3ELZ8
WSA,T83,COSCO PHILIPPINES,9448762,Hong Kong,2010,VRGM7
WSA,T93,COSCO PRINCE RUPERT,9448803,Hong Kong,2011,VRID6
WSA,CBJ,COSCO SINGAPORE,9221102,United Kingdom,2001,2BOW4
WSA,TAA,COSCO THAILAND,9448798,Hong Kong,2010,VRHM2
WSA,QCP,CSAV LANALHUE,9999996,Antigua and Barbuda, ,V2EC6
WSA,QL8,CSAV LAUCA,99999996,Singapore,2008, 
WSA,RVQ,CSCL ASIA,9285976,Hong Kong,2004,VRAB8
WSA,CDD,DA HE,9043639,China,1994,BOAY
WSA,NNA,EVER BALMY,9786944,China,2017,BKLB
WSA,NKW,EVER BLESS,9790074,Taiwan,2019,BKLT
WSA,QBE,EVER EAGLE,9241310,United Kingdom,2001,ZNZH6
WSA,QT2,EVER ELITE,9241281,United Kingdom,2002,VSJG7
WSA,SCP,EVER ENVOY,9241308,United Kingdom,2001,VSQL9
WSA,QF6,EVER ETHIC,9241293,United Kingdom,2002,VQFS4
WSA,QAV,EVER EXCEL,9241322,United Kingdom,2001,VSXV3
WSA,M55,EVER FOND,9850848,Liberia,2021,5LCS5
WSA,Q36,EVER LADEN,9595448,Panama,2012,3FXM3
WSA,QV5,EVER LAMBENT,9595436,United Kingdom,2012,2FRE8
WSA,QZ7,EVER LASTING,9595450,United Kingdom,2012,2FRK7
WSA,Q96,EVER LAUREL,9595474,Singapore,2012,9V9287
WSA,Q14,EVER LAWFUL,9595498,Singapore,2012,9V9288
WSA,Q43,EVER LEADER,9595503,Singapore,2013,9V9289
WSA,QDM,EVER LEARNED,9604108,United Kingdom,2013,2GNG3
WSA,QCD,EVER LEGACY,9595515,Singapore,2012,9V9290
WSA,QCC,EVER LEGEND,9604093,Singapore,2013,9V9724
WSA,Q13,EVER LIBRA,9595486,Taiwan,2012,BKIC
WSA,Q6Z,EVER LIFTING,9629122,United Kingdom,2015,2ILJ7
WSA,QGL,EVER LINKING,9629043,United Kingdom,2012,2GLI9
WSA,QQK,EVER LISSOME,9629079,United Kingdom,2013,2HDG3
WSA,QQI,EVER LIVELY,9604134,Singapore,2013,9V9726
WSA,QCB,EVER LIVEN,9595527,Taiwan,2013,BKIE
WSA,QFV,EVER LIVING,9629031,Singapore,2013,9V9791
WSA,QTY,EVER LOADING,9629081,United Kingdom,2014,2HDG4
WSA,QCA,EVER LOGIC,9604081,Taiwan,2013,BKIF
WSA,QJJ,EVER LOTUS,9604122,Panama,2013,3FWH8
WSA,Q8N,EVER LOVELY,9629110,Singapore,2014,9V9793
WSA,QVS,EVER LOYAL,9604158,China,2013,BKIZ
WSA,QLV,EVER LUCENT,9629067,Singapore,2014,9V9792
WSA,QLR,EVER LUCID,9629055,Taiwan,2014,BKIY
WSA,QTE,EVER LUCKY,9604172,Panama,2014,3FAE4
WSA,Q3J,EVER LUNAR,9629093,Taiwan,2015,BKKF
WSA,Q6K,EVER LYRIC,9629108,Taiwan,2015,BKKH
WSA,SW9,EVER REACH,9088122,Panama,1994,3FQO4
WSA,RPT,EVER SAFETY,9300465,Panama,2007,9V2792
WSA,QJ9,EVER SALUTE,9300477,Singapore,2007,9V2791
WSA,RVS,EVER SIGMA,9300398,United Kingdom,2005,MKKZ7
WSA,QL3,EVER SMART,9300403,United Kingdom,2005,MLBD9
WSA,QL4,EVER SMILE,9300415,United Kingdom,2005,MLTH5
WSA,QL5,EVER STEADY,9300439,Panama,2006,9V6386
WSA,R53,EVER STRONG,9300441,Singapore,2006,9V5282
WSA,RH6,EVER SUPERB,9300427,Singapore,2005,9V6256
WSA,SDF,EVER UBERTY,9168831,Singapore,1999,9V7960
WSA,SCX,EVER ULTRA,9116577,Panama,1996,3FEJ6
WSA,RRI,EVER ULYSSES,9196955,Singapore,2000,9V7962
WSA,R95,EVER UNICORN,9196967,Singapore,2000,9V7963
WSA,SIK,EVER UNIFIC,9168843,Singapore,1999,9V7961
WSA,SBC,EVER UNION,9116618,Panama,1997,3FFG7
WSA,SEE,EVER UNISON,9116591,Singapore,1996,9V7958
WSA,SDN,EVER UNITED,9116589,Singapore,1996,9V7957
WSA,SBQ,EVER UNITY,9169158,Panama,1999,3FCD9
WSA,SBW,EVER URANUS,9168855,Panama,1999,3FCA9
WSA,SBV,EVER URBAN,9169160,Panama,1999,3FXN9
WSA,SDH,EVER USEFUL,9168879,Panama,1999,3FCC9
WSA,R33,EVER UTILE,9188154,Panama,1999,3FZA9
WSA,N3A,EXPRESS BERLIN,9484924,Greece,0,SVBY4
WSA,ATB,FUTURE,9149847,Panama,1997,3FSC7
WSA,S16,GEORGE WASHINGTON BRIDGE,9302073,Panama,2005,3EES2
WSA,R98,HATSU CRYSTAL,9293820,Portugal,2005,CQIF2
WSA,NBW,HENG HUI 6,9287895,China,2004,BQVX
WSA,SWG,ITAL CONTESSA,9293806,Portugal,2005,CQIB6
WSA,RH3,ITAL FLORIDA,9308039,Italy,2006,ICEN
WSA,RUO,ITAL UNICA,9196981,Italy,2000,IBSM
WSA,RQ6,ITAL UNIVERSO,9196993,Italy,2000,IBSP
WSA,Q09,ITAL USODIMARE,9196979,Italy,2000,IBPO
WSA,CEE,JING HE,9120786,China,1997,BOUR
WSA,N5D,KMTC DELHI,9409182,South Korea,2010,D7WN
WSA,RTZ,KOI,9461489,Liberia,2011,D5NZ4
WSA,RCQ,KOTA LAHIR,9999996,Hong Kong,2006,VRRO6
WSA,ROZ,KOTA LUMAYAN,9494541,Singapore,2010,9V8291
WSA,S6I,KOTA MANZANILLO,9305465,Liberia,2005,D5OU3
WSA,STK,KOTA SANTOS,9293765,Portugal,2005,CQIF3
WSA,RVE,KOTA SEGAR,9681235,Singapore,2014,9V2125
WSA,QU8,LADY JANE,9297474,Marshall Islands,2005,V7A4970
WSA,Q06,LLOYD DON GIOVANNI,9305506,Liberia,2006,A8IE7
WSA,S18,MACKINAC BRIDGE,9689603,Japan,2015,7JUR
WSA,Q66,MAIPO,9400083,Liberia,2010,A8SG7
WSA,QQ3,MANHATTAN,9999996,Liberia,2005,A8GS3
WSA,NGF,MATAQUITO,9400095,Portugal,2010,CQDK
WSA,R8K,MAX WONDER,9696622,Panama,0,V2DL7
WSA,QEL,MSC BHAVYA,9297876,Liberia,2005,D5GC9
WSA,Q9J,MSC CORNELIA,9426817,Liberia,2010,A8VA3
WSA,RBI,MSC UBERTY,9337444,Liberia,2008,A8OR4
WSA,N8X,NORTHERN JASPER,9466960,Portugal,2009,CQIP9
WSA,R9I,NORTHERN JUPITER,9466984,Portugal,2010,CQGP
WSA,QRD,NORTHERN JUVENILE,9450349,Liberia,2009,CQIQ4
WSA,Q7K,ONE MILLAU,9706736,Panama,2015,H9RD
WSA,NJ8,OOCL HO CHI MINH CITY,9613599,Hong Kong,2015,VROK8
WSA,NK9,OOCL SEOUL,9417244,Hong Kong,2010,VRFU8
WSA,QJD,PONTRESINA,9334521,Liberia,2008,A8OK4
WSA,R3I,RANJAN,99999996,Panama,2014, 
WSA,CDB,RIVER WISDOM,99999996,Panama,1994,3FAL4
WSA,QL2,SEAMAX NEW HAVEN,9293777,Marshall Islands,2005,V7PT5
WSA,SWP,SEAMAX WESTPORT,9302645,Marshall Islands,2006,V7IK7
WSA,R55,SEASPAN OCEANIA,9286009,Hong Kong,2004,VRBI2
WSA,S5N,SEROJA TIGA,9999996,Panama,2010,XXXXX
WSA,A7Q,SPRINTER,9149861,Panama,1997,3FZH7
WSA,QLW,SUN RIGHT,9002714,Philippines,1993,DYMS
WSA,NJY,TELEMANN,9316373,Liberia,2006,D5QM6
WSA,CAY,TIAN CHANG HE,9300324,China,2005,BOAB
WSA,S2B,TS SYDNEY,9477385,Liberia,2013,V7A4654
WSA,SW1,UNI-ACTIVE,XXXXXXX,Taiwan,0,BKNAA
WSA,SU2,UNI-CHART,9012848,Taiwan,1991,BKNK
WSA,SU1,UNI-CORONA,9012850,Taiwan,1992,BKNL
WSA,QGK,VALENCE,9628180,Malta,2013,9HA3398
WSA,QCM,VALUE,9628166,Malta,2013,9HA3355
WSA,QHB,VANTAGE,9628192,Malta,2013,9HA3435
WSA,CBD,WAN HE,9120774,China,1997,BOTZ
WSA,QL7,XIN BEIJING,9314246,Hong Kong,2007,VRCS5
WSA,RYJ,XIN CHI WAN,9304772,China,2004,BPBC
WSA,RYI,XIN DA LIAN,9234331,China,2001,BPAO
WSA,QB3,XIN DA YANG ZHOU,9337949,China,2009,BPKE
WSA,R27,XIN FEI ZHOU,9337937,China,2008,BPKD
WSA,QJ3,XIN FU ZHOU,9304796,China,2004,BPBE
WSA,RVK,XIN HONG KONG,9314222,Hong Kong,2007,VRCH5
WSA,RZL,XIN LOS ANGELES,9307217,Hong Kong,2006,VRBX6
WSA,RXP,XIN MEI ZHOU,9337925,China,2008,BPKC
WSA,RYG,XIN QING DAO,9270452,China,2003,BPAR
WSA,RXG,XIN SHANGHAI,9307231,Hong Kong,2006,VRCC6
WSA,R56,XIN YA ZHOU,9334935,China,2007,BPKA
WSA,RNY,YM MANDATE,9438523,Liberia,2010,A8UU7
WSA,RPE,YM MATURITY,9438535,Liberia,2010,A8UU8
WSA,Q18,YM UNANIMITY,9462718,Taiwan,2012,BLHL
WSA,RDV,YM UNIFORM,9337482,Liberia,2009,A8OR8
